author,content,title
Lope de Vega,"

Céfiro blando que mis quejas tristes
tantas veces llevaste, claras fuentes
que con mis tiernas lágrimas ardientes
vuestro dulce licor ponzoña hicistes;

selvas que mis querellas esparcistes,
ásperos montes a mi mal presentes,
ríos que de mis ojos siempre ausentes,
veneno al mar, como a tirano distes;

pues la aspereza de rigor tan fiero
no me permite voz articulada,
decid a mi desdén que por él muero.

Que si la viere el mundo transformada
en el laurel que por dureza espero,
della veréis mi frente coronada.",Céfiro blando que mis quejas tristes
José Martí,"
¿Que como crin hirsuta de espantado 
Caballo que en los troncos secos mira 
Garras y dientes de tremendo lobo, 
Mi destrozado verso se levanta...? 
Sí; ¡pero se levanta!  ?a la manera 
Como cuando el puñal se hunde en el cuello 
De la res, sube al cielo hilo de sangre:? 
Sólo el amor engendra melodías.",Crin hirsuta
Gerardo Diego,"

Homenaje a Vicente Aleixandre.

La sombra del nogal es peligrosa
Tupido en el octubre como bóveda
como cúpula inmóvil
nos cobija e invita
a su caricia fresca
y van cayendo frutos uno a uno
torturados cerebros nueces nueces

Por las noches
sombra de luna muerta de el nogal
y van sucidándose una a una
sus hojas quejumbrosas
y pies desconocidos invisibles
las huellan las quebrantan las sepultan
librándolas así
del torbellino eólico
que azota a lo mortal abandonado
sobre la haz funesta de la tierra
impenetrable

Pero ¿quién pasa quién posa?
¿De quién los pies piadosos redentores?",LA SOMBRA DEL NOGAL
Andrés Bello,"«¿Líbranos de la fiera tiranía
de los humanos, Jove omnipotente
¡una oveja decía,
entregando el vellón a la tijera?
que en nuestra pobre gente
hace el pastor más daño
en la semana, que en el mes o el año
la garra de los tigres nos hiciera.

Vengan, padre común de los vivientes,
los veranos ardientes;
venga el invierno frío,
y danos por albergue el bosque umbrío,
dejándonos vivir independientes,
donde jamás oigamos la zampoña
aborrecida, que nos da la roña,
ni veamos armado
del maldito cayado
al hombre destructor que nos maltrata,
y nos trasquila, y ciento a ciento mata.

Suelta la liebre pace
de lo que gusta, y va donde le place,
sin zagal, sin redil y sin cencerro;
y las tristes ovejas ¡duro caso!
si hemos de dar un paso,
tenemos que pedir licencia al perro.

Viste y abriga al hombre nuestra lana;
el carnero es su vianda cuotidiana;
y cuando airado envías a la tierra,
por sus delitos, hambre, peste o guerra,
¿quién ha visto que corra sangre humana?
en tus altares? No: la oveja sola
para aplacar tu cólera se inmola.

Él lo peca, y nosotras lo pagamos.
¿Y es razón que sujetas al gobierno
de esta malvada raza, Dios eterno,
para siempre vivamos?
¿Qué te costaba darnos, si ordenabas
que fuésemos esclavas,
menos crüeles amos?
Que matanza a matanza y robo a robo,
harto más fiera es el pastor que el lobo» .

Mientras que así se queja
la sin ventura oveja
la monda piel fregándose en la grama,
y el vulgo de inocentes baladores
¡vivan los lobos! clama
y ¡mueran los pastores!
y en súbito rebato
cunde el pronunciamiento de hato en hato
el senado ovejuno
«¡ah!» dice, «todo es uno».",Las ovejas
Juan Liscano,"

Se acarician. Se bastan.
Están colmados por ellos mismos
colmados  por la sed sensual del otro.

Se conocieron ayer:
llevan siglos de parecerse
de abrazarse en las paredes siempre únicas
de reconocerse en todos los lugares
donde el sueño esconde su tesoro
donde la dicha deja a la nostalgia
donde nunca estuvieron
                                       donde están.

Aroma de piel ramajes íntima penumbra
labios que besan por la herida
rostro asomado al secreto del rostro que lo refleja
palabras que se derriten por los dedos
semejanzas descubiertas con delicia
apetencias de olvido y de sabores no probados
mientras se inventan paraísos sin castigo
y se cuentan a tientas el alma
mientras asumen el destino de las frutas
y la vida fulgura en ellos
con sus siempre y sus nunca efímeros
con sus primera vez repetido hasta el final
con sus partes confundidas cual miembros que el amor enlaza.

Hasta ellos no alcanza el rumor de la urbe
o será más bien que no lo oyen
que lo cubre el susurro con que se aman
que lo dispersa el soplo que se dan.

Se huelen se gustan se desean.
La libertad que encuentran los deslumbra.
Ascienden en una isla espacial entre los astros.
Pareja sin Historia
                              pareja constelada.

Se miran a sí mismos en el otro.
Ella aparece abierta impúdica ojerosa tremulante
él: enhiesto obsceno avisor posesivo
ella: contráctil húmeda gimiente umbría
él: herido llameante solar fulminado.
¡Cuánto abandono momentáneo!¡Cuánto triunfo!
Pueden equivocarse gozosamente
confundir las imágenes del deseo espejado
fundir los sabores de sus bocas
perderse juntos en el placer del otro
fluir de manantiales en arroyos
de arroyos en raudales de raudales en ríos
hasta el mar hasta volcarse en la unidad del origen
en el espacio pletórico y vibrante
donde cada movimiento se transmite de polo a polo
donde flotarán donde están flotando
como dos hipocampos entregados al rito nupcial.

Aflojan las redes y los nudos milenarios
arrojan de sí el pasado las cáscaras los trapos
viento propicio borra las huellas mezcla arenas y estrellas
le dan la espalda a la memoria hueca
para ser cresta de una ola
para ser cresta espuma sortilegio
cielo de mar espacio palpitante que rompe en sales
y en la cresta de esa ola de caballos tornasolados
que recorre de punta a punta el tiempo como una playa
me arrojo contigo!
¡la corro contigo hasta el final del día!
¡sobre su filo tú y yo somos jabalina y destello!
¡vivan este esfuerzo estos besos esta presencia única!
¡vivan este júbilo del mar los cuerpos aparejados!
¡nuestro almizcle que huele a marisco y a gato montés!
¡el relámpago en que nos dormimos juntos!",PAREJA SIN HISTORIA
Julio Herrera y Reissig,"

La tarde paga en oro divino las faenas.
Se ven limpias mujeres vestidas de percales,
trenzando sus cabellos con tilos y azucenas
o haciendo sus labores de aguja, en los umbrales.

Zapatos claveteados y báculos y chales...
Dos mozas con sus cántaros se deslizan apenas.
Huye el vuelo sonámbulo de las horas serenas.
Un suspiro de Arcadia peina los matorrales.

Cae un silencio austero... Del charco que se nimba
estalla una gangosa balada de marimba.
Los lagos se amortiguan con espectrales lampos,

las cumbres, ya quiméricas, corónanse de rosas.
Y humean a lo lejos las rutas polvorosas
por donde los labriegos regresan de los campos.",LA VUELTA DE LOS CAMPOS
Fa Claes,"Estoy en Rijmenam entre montañas.

En el tiempo en que ejecutaban
dos veces el concierto para trompeta
y trombón de Peter Cabus,
he quitado el polvo en el salón,
he pasado por las aguafuertes
de Karel Mechiels y Frida Duverger,
al lado de cuadros de
Lily e Ingrid de Volder
y retratos de René Smits.

'Ja ja', pienso en voz alta para mí mismo,
estoy mirando a mi alrededor con la mano en la cintura
'todo arte, todas obras de arte,
nuestra casa reluce con ellas,'
y pienso de nuevo.

Para mi asombro me oigo
declarándome respetuosamente a mí mismo:
""¡santo cielo! cómo por todo lo alto
estoy aquí, colmado, entre ecos,
entre montañas, mis amigos,
maestros, el apogeo,
mi admiración.""",Cultura
Alfredo Lavergne,"Las he visto desnudarse y vestirse
Y como
El Callao   Santa Fe   Trinidad
Se simplifican y diversifican.
Y me presento de corbata en otras ciudades
Al toque final
A la moda
Del oro   Del cuero   De la desesperanza
Y poco importa el estilo
Si vas de sabor en mejor sabor.",Camisa blanca
Julia de Burgos,"
Como la vida es nada en tu filosofía,
brindemos por el cierto no ser de nuestros cuerpos.
Brindemos por la nada de tus sensuales labios
que son ceros sensuales en tus azules besos;
como todo azul, quimérica mentira
de los blandos océanos y de los blancos cielos.
Brindemos por la nada del material reclamo
que se hunde y se levanta en tu carnal deseo;
como todo lo carne, relámpago, chispazo,
en la verdad mentira sin fin del Universo.
Brindemos por la nada, bien nada de tu alma,
que corre su mentira en un potro sin freno;
como todo lo nada, buen nada, ni siquiera 
se asoma de repente en un breve destello. 
Brindemos por nosotros, por ellos, por ninguno;
por esta siempre nada de nuestros nunca cuerpos;
por todos, por los menos; por tantos y tan nada;
por esas sombras huecas de vivos que son muertos. 
Si del no ser venimos y hacia el no ser marchamos,
nada entre nada y nada, cero entre cero y cero,
y si entre nada y nada no puede existir nada,
brindemos por el bello no ser de nuestros cuerpos.",Nada
Nicanor Parra,"

Juro que no recuerdo ni su nombre,
Mas moriré llamándola María,
No por simple capricho de poeta:
Por su aspecto de plaza de provincia.
¡Tiempos aquellos!, yo un espantapájaros,
Ella una joven pálida y sombría.
Al volver una tarde del Liceo
Supe de la su muerte inmerecida,
Nueva que me causó tal desengaño
Que derramé una lágrima al oírla.
Una lágrima, sí, ¡quién lo creyera!
Y eso que soy persona de energía.
Si he de conceder crédito a lo dicho
Por la gente que trajo la noticia
Debo creer, sin vacilar un punto,
Que murió con mi nombre en las pupilas.
Hecho que me sorprende, porque nunca
Fue para mí otra cosa que una amiga.
Nunca tuve con ella más que simples
Relaciones de estricta cortesía,
Nada más que palabras y palabras
Y una que otra mención de golondrinas.
La conocí en mi pueblo (de mi pueblo
Sólo queda un puñado de cenizas),
Pero jamás vi en ella otro destino
Que el de una joven triste y pensativa
Tanto fue así que hasta llegué a tratarla
Con el celeste nombre de María,
Circunstancia que prueba claramente
La exactitud central de mi doctrina.
Puede ser que una vez la haya besado,
¡Quién es el que no besa a sus amigas!
Pero tened presente que lo hice 
Sin darme cuenta bien de lo que hacía.
No negaré, eso sí, que me gustaba
Su inmaterial y vaga compañía
Que era como el espíritu sereno
Que a las flores domésticas anima.
Yo no puedo ocultar de ningún modo
La importancia que tuvo su sonrisa
Ni desvirtuar el favorable influjo
Que hasta en las mismas piedras ejercía.
Agreguemos, aún, que de la noche
Fueron sus ojos fuente fidedigna. 
Mas, a pesar de todo, es necesario
Que comprendan que yo no la quería
Sino con ese vago sentimiento
Con que a un pariente enfermo se designa.
Sin embargo sucede, sin embargo,
Lo que a esta fecha aún me maravilla,
Ese inaudito y singular ejemplo
De morir con mi nombre en las pupilas,
Ella, múltiple rosa inmaculada,
Ella que era una lámpara legítima.
Tiene razón, mucha razón, la gente
Que se pasa quejando noche y día
De que el mundo traidor en que vivimos
Vale menos que rueda detenida:
Mucho más honorable es una tumba,
Vale más una hoja enmohecida.
Nada es verdad, aquí nada perdura,
Ni el color del cristal con que se mira.

Hoy es un día azul de primavera,
Creo que moriré de poesía,
De esa famosa joven melancólica
No recuerdo ni el nombre que tenía.
Sólo sé que pasó por este mundo
Como una paloma fugitiva:
La olvidé sin quererlo, lentamente,
Como todas las cosas de la vida.",ES OLVIDO
Mario Benedetti,"Como esplende un sesentón cuando logra vencer por dos
    pulgadas al bisoño que intentó conseguir el único
    asiento libre

como bienquiere el contribuyente silvestre a la cajera número
    cuatro en el momento de enfrentarla tras dos
    horas de cola

como acoge el deudor la noticia de que ha fallecido su
    acreedor más implacable

como suele compungirse la buena gente si el locutor no
    advierte a tiempo la traicionera errata que lo acecha
    en el cable llagdo a última hora.

como el prójimo que permanece enjabonado bajo la ducha
    a causa de un corte imprevisto y al cabo de tres
    minutos se solaza al advertir que el agua vuelve a
    manar sin usura

como el chofer que se reconcilia con la vida tras esquivar
    limpiamente un desbocado camión con tres containers

como el adolescente que ama los decibeles más que a sí
    mismo

así    trifena mía    aproximadamente así suelo quererte",Epigrama
Salvador García Ramírez,"A José Lemos
                               e Cristina Branco

Nada sabemos de su química,
de cómo se combinan
intimidade con penumbra,
la infancia en las moreras,
la altura con el agua;
de cómo sobreviene, protegido, el espacio,
envolvente el barullo;
de cómo se articula lo sensible.

Tuvo que manar de la anónima corriente,
al pie del acueducto,
pulida en su rectángulo
la fórmula impensable.

Debió de acontecer el privilegio,
tan secreta y voraz,
tan frágil la razón de lo evidente,
que apenas si supimos
lembrar as descobertas,
aos quatro ventos, ficar com o esquivo,
porque nada sabemos de la química
y el gusano de la seda siempre se aparece
del lado de lo incierto.",Jardim Das Amoreiras
Marilina Rébora,"

Madre: cuéntame un cuento de ésos que se relatan
de un curioso enanito o de una audaz sirena;
tantos que de los genios maravillosos tratan.
Esas lindas historias que conoces. ¡Sé buena!

Dime de caballeros que a princesas rescatan
del dominio de monstruos dragón, buitre, ballena;
donde nadie se muere y los hombres no matan,
historias en países que no saben de pena.

Cuéntame un cuento, madre, que me quiero dormir
escuchando tu voz, asido de tu mano;
como Hansel y Gretel, seré en sueños tu hermano,
aunque en sombra andaremos tras de la misma senda
y escribiremos juntos nuestra propia leyenda,
y, tal vez, como chicos, dejarás de sufrir.","CUÉNTAME UN CUENTO, MADRE"
Luis de Góngora,"

En dos lucientes estrellas,
Y estrellas de rayos negros,
Dividido he visto el Sol
En breve espacio de cielo.

El luciente oficio hacen
De las estrellas de Venus,
Las mañanas como el alba,
Las noches como el lucero,

Las formas perfilan de oro,
Milagrosamente haciendo,
No las bellezas oscuras,
Sino los oscuros bellos;

Cuyos rayos para él
Son las llaves de su puerto,
Si tiene puertos un mar
Que es todo golfos y estrechos.

Pero no son tan piadosos,
Aunque sí lo son, pues vemos
Que visten rayos de luto
Por cuantas vidas han muerto.",En dos lucientes estrellas
Francisco Álvarez,"

Ven hacia mí en silencio, con la sonrisa abierta,
absorbiendo en los ojos la noche iluminada;
deslízame en la mano la imperceptible oferta
del rayo que la luna depositó en tu almohada.

Reclínate en la alfombra y oye el rumor del fuego
cuyas lenguas nerviosas erotizan el leño;
que su calor tu cuerpo revitalice, y luego
encienda tu mirada y acaricie mi sueño.

A tu lado en el suelo veré los diablos rojos
de las llamas inquietas, con tu mano en mi mano,
y las chispas revueltas danzarán en tus ojos
como estrellas fugaces en un cielo lejano.

Descenderá mi brazo de tu hombro a tu cintura,
despertando temblores en tu piel descubierta,
y acercarás el rostro bañado de ternura
para aspirar los besos de mi boca entreabierta.

Las cien lenguas del fuego se deslizan lascivas
en torno al tronco envuelto por el abrazo ardiente,
y tus trémulas manos se arrastrarán furtivas
asiendo el miembro erecto gentil y firmemente.

En tu mirar directo flotan complicidades
que acercan a mi mundo tu intensidad de amante,
y percibo tu entrega y calmo tus ansiedades,
mientras entre tus dedos me retienes vibrante.

Lame incesante el fuego, y es cálida tu boca,
en aquel, sequedades, y humedades en ésta;
labios que se resbalan, y paladar que toca,
y relieves e impulsos que el amor manifiesta.

Arde el leño sin tregua, con ligeros chasquidos,
y se elevan las llamas en ondas desiguales;
y en tu ascenso y descenso hay rítmicos sonidos
de profundos y tensos contactos guturales.

El leño se retuerce bajo el calor intenso
y explota en la alegría de una amplia llamarada;
y tus ojos revelan el repentino y denso
fluir de surtidores en garganta infiltrada.

La lumbre ya se extingue, y el tronco está deshecho;
ven, mujer, y sonríe, y abrázame apacible,
reposa tu cabeza gentil sobre mi pecho,
y soñemos el sueño de un futuro tangible.",JUNTO AL FUEGO
